condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,taskQuestion,correctAnswer,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
in-situ.01,هو كانت الست المستعجلة نست ايه في البيت فوق؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.06,هو كانت المدرسة البشوشه غنت ايه في الطابور الصبح؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.08,هو كانت المحامية الجريئة بتعرض ايه في جلسة المحكمه؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.10,هو كان الممرض القلوق بيراجع ايه ابل النبطشية الجيه؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.11,هو كان المهندس المصاب شايل ايه ابل الحادثه الكبيرة؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.12,هو كان الجار الودود اخد ايه من الجران الجداد؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.13,هو كان المصور الطموح بيصور ايه عشان يطور الاستوديو؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.14,هو كان المذيع اللبق بيسأل أيه على الاذاعة الصباحية؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.15,هو كان الطالب الشاطر بيذاكر ايه في مكتبة الجامعة؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.16,هو كانت الست المستعجله بتشوف ايه في السوبرماركت الجديد؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.18,هو كانت الام المشغوله بطبخ ايه في المطبخ الخارجي؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.19,هو كان الطالب المشغول بيحل ايه في قاعة المدرسة؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.20,هو كان الولد الخايف سامع ايه في البيت المسكون؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.22,هو كانت المستشارة المتسامحة بتشرح ايه في أوضة الاجتماعات؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.25,هو كان الطالب الذكي بيحل ايه في قاعة الامتحان؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.02,هو كانت المذيعة اللطيفة بتكلم مين على الراديو الصبح؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.03,هو كانت الملكة العادله بتفضل مين من الوزرة الملكين؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.04,هو كانت المراسلة المهمة وصلت مين من سكان القصر؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.05,هو كانت الكوفايرة المتمرسة بتعتبر مين من الزباين المزعجين,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.07,هو كان المحاسب المشغول عين مين عشان يخفف الضغط؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.09,هو كان الجد الحنون بيحظن مين عشان يبطل عياط؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.17,هو كان الجراح الخبير بيعالج مين من الفريق الوطني؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.21,هو كان الحرامي المسجون سارئ مين من سكان الكمبوند؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.23,هو كانت البنت التعبانة بتنادي مين في مسجد المحطه؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.24,هو كان الشخص العيان مستني مين في المستشفى الصغيرة؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.33,هو كان الراجل القوي بيساعد مين في مكان الحادثة؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.34,هو كانت البنت الجعانة مستنية مين في المطعم الهندي؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.35,هو كان السواق المشتت خبط مين في الباركنج الزحمة؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.36,هو كان المدير القاسي بيطرد مين في اجتماع الشغل؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
in-situ.37,هو كان الراجل الشبعان مستني مين عند كاشير المطعم؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.63,‏ايه اللي كان المدير الجديد عايزه في الاجتماع امبارح؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.65,ايه الي كانت الطالبة المجتهدة بتذاكره من المواد الصعب؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.67,ايه الي كان الولد الصغير كسبه في مسابقة الرسم؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.68,ايه الي كانت الوزيرة المرشحة بتقترحة في خطبها الاخير؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.69,ايه الي كانت الساحرة الشريرة بتخططله في الكتاب المشوق؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.70,ايه الي كانت الدكتورة الجامعية بتناقشة في المؤتمر العلمي؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.73,ايه الي كان العالم المعاصر درسه في جامعة الاسكندرية؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.74,ايه الي كانت الشيف المحبوبة طبخاه في البرنمج المباشر؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.75,ايه الي كان البقال العجوز بيبيعه في محلة الصغير؟,1,1,0,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.76,ايه الي كانت الام المرتب بتحضر في البيت الجديد؟,2,0,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.77,ايه الي كان الحكم المرتشي غيره في البطوله العالميه؟,2,0,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.78,ايه الي كان المخرج الفرنسي بيعرضه في المختمع العربي؟,2,0,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.79,ايه الي كان الطباخ المهمل عمله عشان يتؤف فجأه؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.80,ايه الي كانت الخياطة الشاترة بطرزه عشان العروسة الجميلة؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.82,ايه الي كانت المريضة الجعانة بتاكله عشان تتحسن حلتها؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.61,‏مين الي كان الفنان الموهوب رسمه في اللوحة المشهورة؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.62,مين الي كان المذيع السياسي بينتقد في المقابلة الأخيرة؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.64,مين الي كان الاب الفخور بيشجعو في ماتش الكوره؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.66,مين الي كان السباح المتحمس بينافسه في االبطولة الافريقية؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.71,مين الي كان المخرج الاجنبي بيكلمه عن الفلم الجديد؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.72,مين الي كانت البطلة الشجاعة بتحاربة في آخر رواية؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.81,مين الي كانت اللاعبة التعبانة بتنافسه في المتش الاخير؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.83,مين الي البلوجر الغيور فضحه في البوست الطويل؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.84,مين الي كان البيطري الشاطر عالجه من مرضة العيادة؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.85,مين الي كان الراجل المحترم بيحبه من بنات الجيران؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.86,مين الي كان الكاتب المثقف بيترجمه من الكتاب الكبار,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.87,مين الي كانت الموظفة الشقيانة بتساعده في المشروع المتأخر؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.88,مين الي كانت البنت المتأخرة مستنياه عشان يجهز؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.89,مين الي كانت الصحفية العنيدة بتعارضة في المقال النهاردة؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
cleft.90,مين الي كانت الشاعرة الحساسة بتوصفه في الديوان المشهور؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.26,هو كانت الرسامه المبدعة بترسم حصنة في المسابقة المدرسية؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.27,هو كان الولد الشقي بيكسر التلفزيون في أوضة اللعب؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.28,هو كان التاجر الغني بيشتري دهب من سوق الذهب؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.29,هو كان الطباخ المحترف بيجهز العشا في المطبخ الجديد؟,3,0,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.30,هو كان المغني المشهور بيغنى موال في الحفلة النهردة؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.31,هو كان الدكتورالمشغول بيعالج طفلة في عيادة العظام؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.32,هو كان الولد الصغير بيشتري حلويات من الدكان العصر؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.46,هو كان الكهربائي الكويس بيصلح الانوار في محل الالكترونيات؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.48,هو كان المدرب العطشان بيشرب ميه في ملعب الكوره؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.50,هو كانت المعلمة الذكية بتقرة الدروس في المكتبه الهادية؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.51,هو كان الولد الكسلان بيتابع كرتون على تلفزيون الصالة؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.54,هو كان المصور الفنان بيصور الممثلين علي مسرح القديم؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.58,هو كان الرسام المحترف بيرسم لوحة علي الحطان القديمة؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.59,هو كان التاجر النصاب يبيع فواكه في سوق الخضار؟,4,0,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.60,هو كانت الست الرغايه بتقول الاسرار في عزومة العيلة؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.38,هو كانت الست الطيبة بتساعد العجوزة في غرفة الطواري؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.39,هو كانت البنت النشيطة بتارض الولاد في جنينة الحي؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.40,هو كانت الست العجوزة مستنية الممرض في العيادة الزحمة؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.41,هو كان الصياد الشجاع بينقذ الغطاس من نص البحر؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.42,هو كان المشجع المتحمس بيشجع الفريق في بطولة الرماية؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.43,هو كانت الأم الحنونة بتحضن البنت في المدرسة الابتدائية؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.44,هو كان الولد الضايع بيضرب السكيورتي في المول الكبير؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.45,هو كانت العجوزة العصبية بتهزء الموظف في سوق القماش؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.47,هو كان الراجل البخيل يبفاصل الموظف في محل العطور؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.49,هو كان المدرس الشديد بيهزء الطلاب في الصف الصبح؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.52,هو كان الممثل المشهور بينافس الزميل في الاوسكار الاخير؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.53,هو كان الشاعر المعروف بيغازل المعجبين في المهرجان الصيفي؟,5,0,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
yn.55,هو كان العجوز الطيب بيساعد العيال في السوبرماركت المغرب؟,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
yn.56,هو كانت العميلة المزعجة بتهزء الموظف على الخط الاساسي؟,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
yn.57,هو كان المراهق الشيطان بيضرب الكلاب في شارع الحي؟,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.01,كل عروسة جديدة بتدلع نفسها قبل الفرح,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.02,كل دكتورة كبيرة بتعالج نفسها في المستشفى,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.03,كل محامية متوترة بتراجع نفسها قبل الجلسة,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.04,كل مريضة متوترة بتطمن نفسها بعد العلاج,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.05,كل جراحة حريصة بتحفز نفسها قبل العملية,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.06,كل ممثلة قديرة بتكرر نفسها في الأدوار,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.07,كل خياطة معروفة بتور نفسها عشان الزباين,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.08,كل طالبة مجتهدة بتكافئ نفسها بعد الحصة,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.09,كل ام مقصره بتعاقب نفسها على التقصير,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.10,كل دكتورة تجميل بتجمل نفسها عشان التسويق,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.11,كل مصورة مبدعة بدرب نفسها على الزوايا,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.12,كل مغنية مشهوره بتهيء نفسها قبل الحفلة,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.13,كل مدرسة مجتهدة بترتب نفسها قبل الحصص,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.14,كل طفلة صغيرة بتأكل نفسها عشان تتعلم,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.15,كل رسامة مبهرة بتنظف نفسها بعد الرسم,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.76,كل مسلمة ملتزمة بتفكر نفسها عشان الصلاة,6,0,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
BVA.76,كل موظف شقيان بيكافئ نفسه بعد المشروع,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.78,كل ممثل مشهور بيشوف نفسه في المسلسلات,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.79,كل راقص متمرس بيصور نفسه في التمارين,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.80,كل طفل صغير بيأكل نفسه في الحضانة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.81,كل اهوجي تعبان بيشرب نفسه من القهوة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.82,كل مذيع شاطر بيكلم نفسه عشان يتمرن,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.83,كل مغني مغرور بيحب نفسه في الاستعراض,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.84,كل ولد غلطان بيسامح نفسه بعد العقاب,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.85,كل موظف مركز بينتقد نفسه بعد المشروع,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.86,كل سياسي جاهز بيرشح نفسه عشان الانتخابات,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.87,كل رياضي متحمس بيعاين نفسه بعد المباراة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.88,كل مجرم مسجون بيحاسب نفسه على الحبسة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.89,كل ولد صغير بيرسم نفسه في الرسمة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BVA.90,كل كاتب محبوب بيتحدى نفسه عشان يتحسن,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.30,الطالبة المجتهدة بتكافئ نفسها بعد الامتحان,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.31,الرياضية الأولمبية بتشوف نفسها في الجرنان,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.32,المرشدة السياحية بتصور نفسها عند الاثار,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.33,الشيف المحترفة بتأكل نفسها من الأكل,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.34,البنت العطشانة بتشرب نفسها من الكوباية,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.35,الوزيرة الجديدة بتكلم نفسها ابل الخطاب,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.36,الست الشجاعة بتحب نفسها في المجتمع,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.37,المسجونة الندمانة بتسامح نفسها بعد الخروج,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.38,الدكتورة الجامعية بتعاين نفسها بعد المحاضرة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.39,المديرة الطموحا بترشح نفسها عشان المركز,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.40,المغنية المشهورة بتشجع نفسها قبل الاستعراض,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.41,الأم القلوقة بتحاسب نفسها علي الحوادث,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.42,الرسامة المعروفة بترسم نفسها عشان تتشهر,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.43,الممرضة المبتدئة بتتحدى نفسها في الشغل,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.44,الممثلة الصوتية بتسمع نفسها في الافلام,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.60,الرسام الصبور بيمرن نفسه في الورشة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.62,الرياضي المهتم بيحسن نفسه قبل المسابقة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.63,المتسلق الخبير بيرتب نفسه قبل التسلق,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
RA.64,الاب الغايب بيلوم نفسه على الغياب,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.65,المجرم السفاح بيخبي نفسه من المباحث,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.66,المريض المعدي بيحبس نفسه في الحجر,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
