condition,sentence,trigger,trigger224,trigger225,trigger226,trigger227,trigger228,trigger229,trigger230,trigger231,taskQuestion,correctAnswer,word_trigger,trigger224w,trigger225w,trigger226w,trigger227w,trigger228w,trigger229w,trigger230w,trigger231w
RA.67,الموظف الناجح بيتعب نفسه عشان النجاح,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.68,الطالب المتوتر بيطمن نفسه بعد المذاكرة,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.69,المدير المهموم بيهلك نفسه عشان النجاح,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.70,الدكتور الحريص بيعقم نفسه قبل العمليات,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.71,السواق المشتت بيعاتب نفسه بعد الحادثة,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.72,الممثل المغرور بيمدح نفسه بعد العرض,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.73,الشيف المحترف بيطور نفسه في المطعم,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.74,المبتدئ المهتم بيغير نفسه عشان التطور,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
RA.75,المدمن المتعالج بيعاقب نفسه عشان الغلط,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.16,كل رياضية مبتدأة بتهيأ المدرب قبل التمرين,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.17,كل محاسبة جديدة بتعلم القسم عشان التفوق,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.61,كل مسافرة متحمسة بتجهز الورق قبل الرحلة,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.18,كل عالمة حريصة بتحمي المشتركين قبل التجارب,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.19,كل محامية مهمله بتلوم العميل على الخساره,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.20,كل طفلة شقيه بتخبي الصحاب من العقاب,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.21,كل ممرضه مصابة بتحبس المريض في المستشفى,7,0,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.22,كل ملكة مخلصة بتحسن الجيش عشان الشعب,14,1,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.23,كل مديره مهتمه بتريح المسؤول بعد النجاح,14,1,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.24,كل مستشاره متعمقة بتهلك الفريق عشان العميل,14,1,0,0,0,0,0,1,0,,,20,0,0,0,0,0,0,1,1
NP.25,كل قائدة مهتمه بتعاتب المدير بعد الفشل,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.26,كل مربية مسؤوله بتحمل الاهل عشان الولاد,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.27,كل رياضة حريفة بتشجع الحكام عشان تكسب,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.28,كل محامية شغوفه بتطور العملاء عشان القضايا,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.29,كل ممثلة مخلصة بتغير الشخصيه عشان الدور,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.45,كل سواء اوبر بيراجع الزبون قبل الرحلة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.46,كل موسيقار حساس بيسمع الفرقة في التسجيلات,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.47,كل راجل غني بيدلع العمال بعد الشغل,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.48,كل صيدلي عيان بيعالج العيانين في الصيدلية,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.49,كل سواق جديد بيفكر المشرف قبل الامتحان,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.50,كل مهندس ذكي بيجهز العمال قبل المشروع,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.51,كل عجوز حكيم بيعلم الشباب من الحياة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.52,كل مدرس مضغوط بيريح الطلاب بعد الامتحانات,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.53,كل غطاس قديم بيحمي التلامذة من الخطر,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.54,كل باريستا محترف بيتور الموظفين عشان الزباين,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.55,كل مجرم جريئ بيهيئ العصابة قبل الجريمة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.56,كل ممثل متحمس بيحفز المدرب قبل المسرحيه,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.57,كل مبرمج محترف بيدرب الطلاب على البروجرام,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.58,كل ممرض منتبه بينظف المريض بين الشفتات,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
NP.59,كل شخص جبان بيشجع الولاد قبل المواجهة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.1,لما هي كانت في الجنينة الفلاحة ترضت الولاد,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.2,لما هي كانت في المطبخ الطباخة علمت المبتدئين,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.3,لما هي كانت في الفصل المدرسة هزأت الطلاب,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.4,لما هي كانت في المستشفى الصيدلانية صرفت الادوية,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.5,لما هي كانت في العمليات الممرضة ساعدت الدكتور,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.6,لما هي كانت في المعرض الرسامه عرضت اللوح,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.7,لما هي كانت في المسرح الممثلة مثلت الدور,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.8,لما هي كانت في الأجتماع السكرتيره كتبت الملاحظات,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.9,لما هي كانت في الجنينة الشغالة لعبت الاولاد,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.10,لما هي كانت في العرض المصممه عرضت التصاميم,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.11,لما هي كانت في الطيارة المضيفة جابت الأكل,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.12,لما هي كانت في المكتب المترجمة ترجمة الوثائق,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.13,لما هي كانت في القاعة المنظمة جهزت الزينة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.14,لما هو كان في الاستوديو المذيعة قدمة النشرة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.15,لما هي كان في المشغل الخياطة جهز الفستان,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.31,لما هو كان في الموقع المهندس راجع التصميم,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.32,لما هو كان في المكتب المحاسب راجع الحسابات,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.33,لما هو كان في العمليات الدكتور كسر الجهاز,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.34,لما هو كان في المحطة الضابط حل القضية,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.35,لما هو كان في المينا البحار جهز المركب,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.36,لما هو كان في الملعب المدرب علم اللعيبة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.37,لما هو كان في المكتب المدير نظم الاجتماعات,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.38,لما هو كان في المطار الطيار جهز للاقلاع,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.39,لما هو كان في الاستوديو المنتج ضبط المشهد,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.40,لما هو كان في الطوارئ الجراح انقذ العجوز,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.41,لما هو كان في البيت الكهربائي صلح النور,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.42,لما هو كان في المؤتمر السفير القى كلمة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.43,لما هو كان في السجن الحارس مسك الهربنين,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.44,لما هو كان في الجيم المدرب مرن المتسابقين,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
BA.45,لما هو كان في المصنع النجار عمل ترابيزة,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.16,لما أنا كنت في المستشفى الممرضة نصحت العيان,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.17,لما أنا كنت في الحضانة المدرسة علمت الاطفال,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.18,لما أنا كنت في الجنينة الناني فسحت الولاد,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.19,لما أنا كنت علي الطيارة المضيفة ساعدت المسافرين,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.20,لما أنا كنت في المكتب السكرتيرة نظمت المستندات,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.21,لما أنا كنت في الاستوديو المذيعة حيت الجمهور,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.22,لما أنا كنت في اللوكيشن الممثلة خالفت الكاتب,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.23,لما أنا كنت في السوق الخياطة فاصلت التاجر,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.24,لما أنا كنت في البيت الشغالة شافت الحرامي,10,1,0,1,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.25,لما أنا كنت في المدرسة الام ودعت الولاد,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.26,لما أنا كنت في المطبخ الطباخة كلمت السواق,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.27,لما أنا كنت في الصالون الكوافيرة ظبطت الزبونة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.28,لما أنا كنت في البيت الداية ساعدت الام,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.29,لما أنا كنت في الورشة الرسامة نقدت الفنان,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.30,لما أنا كنت في الكنيسة الراهبة كلمت البابا,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.46,لما أنا كنت في المستشفى الدكتور عالج العيان,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.47,لما أنا كنت في الموقع المهندس لاحظ الفورمن,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.48,لما أنا كنت في المطار الطيار قابل المضيفة,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.49,لما أنا كنت في المحكمة القاضي عاقب المجرم,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.50,لما أنا كنت في الشغل السواق وصل الزبون,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.51,لما أنا كنت في المدرسة الناظر عاقب الطلاب,9,1,1,0,0,0,0,0,0,,,20,0,0,0,0,0,0,1,1
Control.52,لما أنا كنت في العاصمة الوزير قابل الرئيس,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.53,لما أنا كنت في البيت الكهربائي حاسب الاب,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.54,لما أنا كنت في المطعم الشيف اكل الويتر,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.55,لما أنا كنت في المعمل العالم علم المساعد,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.56,لما أنا كنت في المستشفى الجراح كلم الممرضة,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.57,لما أنا كنت في المكتب المحامي جاب المتهم,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.58,لما أنا كنت في الورشة النجار درب المساعد,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.59,لما أنا كنت علي المركب القبطان شجع التقم,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
Control.60,لما أنا كنت في القسم الضابط حيا النقيب,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.01,بعد ما اتسرق اتصل الضحية بالبوليس,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.02,بعد العشا هما غسلوا المواعين,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.03,كل الكواكب بيلفو حولين الشمس,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.04,بلال حط صلصة على الستيك,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.05,نورا محبوبة من كل صحبها,15,1,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.06,"أثناء الكورة، جو لوى رجله",8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.07,كل يوم اتنين الجنايني بيقص النجيلة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.08,الأب قطع الديك الرومي بسكينة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.09,فريد حط الدودة على خطاف الصيد,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.10,هو اشتراها من محل الحلويات,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.11,هو فك الكرفتة الي حولين رقبته,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.12,هو بعت الجواب من غير ختم,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.13,جزمتها الجديدة مقاسها غلط,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.14,أنا عموما بدخن سجاير المنثول,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.15,من سوء الحظ المشي تحت السلالم,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.16,ندى سخنت ببرونة اللبن بتاعت البيبي,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.17,سيف ملى القلم بالحبر,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.18,كريم كنس الأرض بمكنسة,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.19,هي لبست جزمة بكعب عالي,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.20,هي تبلة الستيك بالفلفل الأسود,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.21,السنة الدراسية بتبدأ في الخريف,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.22,حنفية الحمام بدأت تسرب,8,0,0,0,0,0,0,0,1,,,20,0,0,0,0,0,0,1,1
congruent.23,المركب عدت بسهولة من تحت الجسر,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.24,المدخن المتهور سبب حريقة في الغابة,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.25,المحاضرة مفروض تكون حوالي ساعة واحدة,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.26,الخنزير نام في الطينة,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.27,جرا الرياضي اخر ربع كيلومتر,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.28,الشتا كان قاسي اوي السنادي,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.29,الجنينة اتدمرت بسبب المطر,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
congruent.30,بيسخنو البسين بالطاقة الشمسية,13,1,0,0,0,0,1,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.31,أنثى الفرخة اسمها نجمة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.32,مريم بتغسل سنانها بعد كل وردة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.33,قبل ممارسة الرياضة أحمد بيمدد كلامة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.34,جمانة مبتعرفش ديرة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.35,مالك كتب فصل في المشروب,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.36,خلال الفيلم اكلنا فشار بالحظ,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.37,إيمان حتط كورنفلكس في المكتب,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.38,عمر كتبلها جواب ساندوتش,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.39,اشترى سجادة مسحته من الحيطة للارض,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.40,حطيت اسمي في البيبي,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.41,أنا بحب الكيك مع الرئتين,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.42,أنا طلبة ساندوتش جبنة بالفرقة,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.43,مصطفى طلب همبرغر و ورق,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.44,كارما صحت بعد حلم بيزغزغ,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.45,المتسكل ممكن يعمل فرو,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.46,القطة متغطية بفرو مقرمش,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.47,نيويورك مدينة مزعجة و كريمي,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.48,رحمة وزنت نفسها على ميزان الفشار,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.49,أدم وقع وسلخ ريحته,12,1,0,0,0,1,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.50,اتسمت على اسم كيكتها,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.51,الموظف ملا العربية شي,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.52,الولاد سعدو رانيا تصلح كنيستها,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.53,السماد بيقوي الخريطة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.54,الأم اكلت المولود غاز,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.55,عازف الؤرج عزف مع مغنين اللحاف,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.56,عربيات السباق تلقت العلم الي عليه الشط,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.57,المركب اختفت في الشبورة الناعمة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.58,الولد الصغير شاط العربية,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.59,هما ربو الخنازير في احلمهم,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
incongruent.60,امبارح هما جديفو المركب في المكنة,11,1,0,0,1,0,0,0,0,,,20,0,0,0,0,0,0,1,1
